,cadastral_,shape
3888,71:11:010201:3088,"MULTIPOLYGON (((4290108.6748303 7167396.9643648, 4290118.79070242 7167398.13204547, 4290119.76145688 7167389.67967872, 4290109.64559545 7167388.51200047, 4290108.6748303 7167396.9643648)))"
3889,71:11:010201:3089,"MULTIPOLYGON (((4290078.76363786 7167419.17395746, 4290088.87953433 7167420.34167966, 4290089.86755614 7167411.90603197, 4290079.75140415 7167410.72130606, 4290078.76363786 7167419.17395746)))"
3890,71:11:010201:3090,"MULTIPOLYGON (((4290079.75140415 7167410.72130606, 4290089.86755614 7167411.90603197, 4290090.83834313 7167403.45365386, 4290080.72220184 7167402.26893038, 4290079.75140415 7167410.72130606)))"
3891,71:11:010201:3094,"MULTIPOLYGON (((4290081.69326371 7167393.83356967, 4290091.80912812 7167395.00128464, 4290092.79687764 7167386.54865748, 4290082.68102392 7167385.38094493, 4290081.69326371 7167393.83356967)))"
3892,71:11:010201:3097,"MULTIPOLYGON (((4290069.63552126 7167409.55357344, 4290079.75140415 7167410.72130606, 4290080.72220184 7167402.26893038, 4290070.60632964 7167401.10120015, 4290069.63552126 7167409.55357344)))"
3893,71:11:010201:3098,"MULTIPOLYGON (((4290080.72220184 7167402.26893038, 4290090.83834313 7167403.45365386, 4290091.80912812 7167395.00128464, 4290081.69326371 7167393.83356967, 4290080.72220184 7167402.26893038)))"
3894,71:11:010201:3099,"MULTIPOLYGON (((4290109.64559545 7167388.51200047, 4290119.76145688 7167389.67967872, 4290120.7324756 7167381.24432694, 4290110.6163586 7167380.05964502, 4290109.64559545 7167388.51200047)))"
3895,71:11:010201:31,"MULTIPOLYGON (((4290347.96815739 7167428.71436287, 4290349.49589999 7167420.0830521, 4290338.55303449 7167418.12921113, 4290337.00831367 7167426.76078512, 4290347.96815739 7167428.71436287)))"
3896,71:11:010201:3100,"MULTIPOLYGON (((4290076.82176626 7167436.06174714, 4290086.93795031 7167437.24648032, 4290087.90874332 7167428.79407555, 4290077.79283615 7167427.62635094, 4290076.82176626 7167436.06174714)))"
3897,71:11:010201:3101,"MULTIPOLYGON (((4290185.99889479 7167293.31249375, 4290193.51772965 7167294.45289612, 4290194.35611435 7167289.47276323, 4290186.8205842 7167288.34963522, 4290185.99889479 7167293.31249375)))"
3898,71:11:010201:3102,"MULTIPOLYGON (((4290220.18764759 7167422.8343051, 4290231.29456102 7167424.42851166, 4290232.73484171 7167414.53984241, 4290221.61070884 7167412.92890076, 4290220.18764759 7167422.8343051)))"
3899,71:11:010201:3103,"MULTIPOLYGON (((4290066.7058513 7167434.89400728, 4290076.82176626 7167436.06174714, 4290077.79283615 7167427.62635094, 4290067.6766657 7167426.44160733, 4290066.7058513 7167434.89400728)))"
3900,71:11:010201:3104,"MULTIPOLYGON (((4290067.6766657 7167426.44160733, 4290077.79283615 7167427.62635094, 4290078.76363786 7167419.17395746, 4290068.66444471 7167417.98894948, 4290067.6766657 7167426.44160733)))"
3901,71:11:010201:3105,"MULTIPOLYGON (((4290070.60632964 7167401.10120015, 4290080.72220184 7167402.26893038, 4290081.69326371 7167393.83356967, 4290071.59410257 7167392.64856896, 4290070.60632964 7167401.10120015)))"
3902,71:11:010201:3106,"MULTIPOLYGON (((4290071.59410257 7167392.64856896, 4290081.69326371 7167393.83356967, 4290082.68102392 7167385.38094493, 4290072.56517309 7167384.21321953, 4290071.59410257 7167392.64856896)))"
3903,71:11:010201:3110,"MULTIPOLYGON (((4290068.66444471 7167417.98894948, 4290078.76363786 7167419.17395746, 4290079.75140415 7167410.72130606, 4290069.63552126 7167409.55357344, 4290068.66444471 7167417.98894948)))"
3904,71:11:010201:3111,"MULTIPOLYGON (((4290039.74113715 7167431.76278744, 4290049.84007776 7167432.93082833, 4290050.82814275 7167424.4951718, 4290040.71198006 7167423.3103939, 4290039.74113715 7167431.76278744)))"
3905,71:11:010201:3112,"MULTIPOLYGON (((4290077.79283615 7167427.62635094, 4290087.90874332 7167428.79407555, 4290088.87953433 7167420.34167966, 4290078.76363786 7167419.17395746, 4290077.79283615 7167427.62635094)))"
3906,71:11:010201:3116,"MULTIPOLYGON (((4290040.71198006 7167423.3103939, 4290050.82814275 7167424.4951718, 4290051.79897296 7167416.04278475, 4290041.68282098 7167414.85800927, 4290040.71198006 7167423.3103939)))"
3907,71:11:010201:3117,"MULTIPOLYGON (((4290041.68282098 7167414.85800927, 4290051.79897296 7167416.04278475, 4290052.76980118 7167407.59040659, 4290042.67089258 7167406.42237292, 4290041.68282098 7167414.85800927)))"
3908,71:11:010201:3122,"MULTIPOLYGON (((4290270.08607801 7167420.94290232, 4290280.63886876 7167421.83133196, 4290281.3544206 7167413.34891786, 4290270.80164111 7167412.46049003, 4290270.08607801 7167420.94290232)))"
3909,71:11:010201:3123,"MULTIPOLYGON (((4290030.59608639 7167422.1426093, 4290040.71198006 7167423.3103939, 4290041.68282098 7167414.85800927, 4290031.566938 7167413.69022707, 4290030.59608639 7167422.1426093)))"
3910,71:11:010201:3127,"MULTIPOLYGON (((4290029.62496669 7167430.57799425, 4290039.74113715 7167431.76278744, 4290040.71198006 7167423.3103939, 4290030.59608639 7167422.1426093, 4290029.62496669 7167430.57799425)))"
3911,71:11:010201:3130,"MULTIPOLYGON (((4290032.55475419 7167405.23758702, 4290042.67089258 7167406.42237292, 4290043.64172947 7167397.97000605, 4290033.52586786 7167396.80222867, 4290032.55475419 7167405.23758702)))"
3912,71:11:010201:3131,"MULTIPOLYGON (((4290031.566938 7167413.69022707, 4290041.68282098 7167414.85800927, 4290042.67089258 7167406.42237292, 4290032.55475419 7167405.23758702, 4290031.566938 7167413.69022707)))"
3913,71:11:010201:3133,"MULTIPOLYGON (((4290033.52586786 7167396.80222867, 4290043.64172947 7167397.97000605, 4290044.61256435 7167389.51764809, 4290034.49671345 7167388.34987311, 4290033.52586786 7167396.80222867)))"
3914,71:11:010201:3135,"MULTIPOLYGON (((4290001.67243015 7167435.89930898, 4290011.78860353 7167437.08413888, 4290012.75947698 7167428.63174288, 4290002.64331429 7167427.4469154, 4290001.67243015 7167435.89930898)))"
3915,71:11:010201:3136,"MULTIPOLYGON (((4290002.64331429 7167427.4469154, 4290012.75947698 7167428.63174288, 4290013.74731504 7167420.17908911, 4290003.63142907 7167419.01127022, 4290002.64331429 7167427.4469154)))"
3916,71:11:010201:3137,"MULTIPOLYGON (((4290003.63142907 7167419.01127022, 4290013.74731504 7167420.17908911, 4290014.71818446 7167411.7267109, 4290004.60230919 7167410.55889441, 4290003.63142907 7167419.01127022)))"
3917,71:11:010201:3161,"MULTIPOLYGON (((4287420.53231447 7165952.27490279, 4287430.53164421 7165945.98147113, 4287424.13514883 7165936.02868494, 4287414.13582646 7165942.32210052, 4287420.53231447 7165952.27490279)))"
3918,71:11:010201:3138,"MULTIPOLYGON (((4290004.60230919 7167410.55889441, 4290014.71818446 7167411.7267109, 4290015.68931793 7167403.29134769, 4290005.57318731 7167402.10652749, 4290004.60230919 7167410.55889441)))"
3919,71:11:010201:3139,"MULTIPOLYGON (((4290005.57318731 7167402.10652749, 4290015.68931793 7167403.29134769, 4290016.67714991 7167394.83872058, 4290006.56129602 7167393.67090892, 4290005.57318731 7167402.10652749)))"
3920,71:11:010201:3142,"MULTIPOLYGON (((4290042.67089258 7167406.42237292, 4290052.76980118 7167407.59040659, 4290053.75759396 7167399.13777057, 4290043.64172947 7167397.97000605, 4290042.67089258 7167406.42237292)))"
3921,71:11:010201:3143,"MULTIPOLYGON (((4290043.64172947 7167397.97000605, 4290053.75759396 7167399.13777057, 4290054.72868428 7167390.70241629, 4290044.61256435 7167389.51764809, 4290043.64172947 7167397.97000605)))"
3922,71:11:010201:3144,"MULTIPOLYGON (((4290007.10217615 7167360.98574239, 4290015.51575223 7167361.82308941, 4290016.24914321 7167354.4631576, 4290007.8355749 7167353.62581207, 4290007.10217615 7167360.98574239)))"
3923,71:11:010201:3164,"MULTIPOLYGON (((4290211.24830142 7167333.21198779, 4290213.05207113 7167333.5237952, 4290214.83914103 7167333.85287526, 4290222.27345284 7167335.01159705, 4290223.39270142 7167328.46208102, 4290215.97749386 7167327.4391416, 4290212.16849205 7167326.95478076, 4290211.24830142 7167333.21198779)))"
3924,71:11:010201:3177,"MULTIPOLYGON (((4290941.65207518 7167274.35785841, 4290946.05196376 7167274.64539552, 4290946.60873181 7167265.82538691, 4290942.20884813 7167265.53785039, 4290941.65207518 7167274.35785841)))"
3925,71:11:010201:327,"MULTIPOLYGON (((4290350.16741345 7167395.81576931, 4290361.27324638 7167397.34176268, 4290362.51002806 7167387.47331984, 4290351.43814183 7167385.94679522, 4290350.16741345 7167395.81576931)))"
3926,71:11:010201:328,"MULTIPOLYGON (((4290927.32692652 7167440.05999924, 4290943.41737561 7167462.8032921, 4291014.34609995 7167490.17231281, 4291031.65442385 7167496.49812693, 4291038.92765585 7167355.09483692, 4290937.88516368 7167355.14752757, 4290927.32692652 7167440.05999924)))"
3927,71:11:010201:3483,"MULTIPOLYGON (((4290197.11913722 7167409.50413804, 4290206.72630646 7167410.69672519, 4290207.74813437 7167402.26053984, 4290198.14097524 7167401.06795512, 4290197.11913722 7167409.50413804)))"
3928,71:11:010201:3485,"MULTIPOLYGON (((4290232.77833501 7167277.62426724, 4290239.7489092 7167278.43305479, 4290240.29990232 7167273.52549208, 4290233.3290659 7167272.69969966, 4290232.77833501 7167277.62426724)))"
3929,71:11:010201:3486,"MULTIPOLYGON (((4290185.17747077 7167298.29236119, 4290192.69817526 7167299.55180618, 4290193.45599215 7167294.84509932, 4290193.51772965 7167294.45289612, 4290185.99889479 7167293.31249375, 4290185.17747077 7167298.29236119)))"
3930,71:11:010201:3487,"MULTIPOLYGON (((4290219.1957664 7167431.01488723, 4290230.28572453 7167432.60936386, 4290231.29456102 7167424.42851166, 4290220.18764759 7167422.8343051, 4290219.1957664 7167431.01488723)))"
3931,71:11:010201:3493,"MULTIPOLYGON (((4290184.55205979 7167407.86482671, 4290197.01547264 7167409.38669762, 4290198.20191397 7167400.62472834, 4290185.72154819 7167399.10312792, 4290184.55205979 7167407.86482671)))"
3932,71:11:010201:3497,"MULTIPOLYGON (((4287245.92532824 7165970.45298007, 4287253.60984424 7165965.89604076, 4287253.71448644 7165966.08151184, 4287254.47082898 7165965.61069721, 4287254.12193497 7165964.98679265, 4287253.33114513 7165965.42412213, 4287250.10914409 7165959.9973199, 4287250.83259915 7165959.5950399, 4287250.5518202 7165958.98709627, 4287249.7605107 7165959.39041874, 4287249.81270169 7165959.47465265, 4287242.12818969 7165964.03158453, 4287245.92532824 7165970.45298007)))"
3933,71:11:010201:3502,"MULTIPOLYGON (((4290125.6766526 7167278.6464504, 4290132.39458699 7167279.57837767, 4290139.92876991 7167280.6165275, 4290140.78913552 7167274.87061247, 4290126.3835329 7167272.85192291, 4290126.24388408 7167273.68761057, 4290125.6766526 7167278.6464504)))"
3934,71:11:010201:3505,"MULTIPOLYGON (((4290947.1223549 7167265.03479276, 4290953.89965565 7167265.42075684, 4290954.48586797 7167255.23949217, 4290947.70857593 7167254.85352902, 4290947.1223549 7167265.03479276)))"
3935,71:11:010201:3537,"MULTIPOLYGON (((4290083.74352495 7167257.02289367, 4290092.89559809 7167258.42687205, 4290093.6966494 7167253.22623042, 4290084.54431597 7167251.80524806, 4290083.74352495 7167257.02289367)))"
3936,71:11:010201:3549,"MULTIPOLYGON (((4290960.72578848 7167264.59823087, 4290965.29345794 7167264.76402952, 4290965.84886347 7167255.85900198, 4290961.28093107 7167255.67619804, 4290960.72578848 7167264.59823087)))"
3937,71:11:010201:3628,"MULTIPOLYGON (((4290731.6792986 7167383.48310416, 4290790.72066455 7167389.9660082, 4290798.62540888 7167317.51361577, 4290739.58457873 7167311.03082573, 4290731.6792986 7167383.48310416)))"
3938,71:11:010201:3629,"MULTIPOLYGON (((4290672.63829333 7167377.01676745, 4290731.6792986 7167383.48310416, 4290739.58457873 7167311.03082573, 4290680.5610756 7167304.5643348, 4290672.63829333 7167377.01676745)))"
3939,71:11:010201:3644,"MULTIPOLYGON (((4290862.6021723 7167085.72849, 4290867.44815495 7167086.33218702, 4290868.45718368 7167077.13102512, 4290863.67826637 7167076.47523934, 4290862.6021723 7167085.72849)))"
3940,71:11:010201:3645,"MULTIPOLYGON (((4290613.61408018 7167370.53271808, 4290672.63829333 7167377.01676745, 4290680.5610756 7167304.5643348, 4290621.52069911 7167298.0976734, 4290613.61408018 7167370.53271808)))"
3941,71:11:010201:3849,"MULTIPOLYGON (((4290296.32330964 7167423.13220961, 4290305.77994337 7167424.46313218, 4290307.01183231 7167415.36020651, 4290297.53877602 7167414.06356637, 4290296.32330964 7167423.13220961)))"
3942,71:11:010201:395,"MULTIPOLYGON (((4290125.18764938 7167337.3729761, 4290126.0592155 7167332.3412715, 4290119.38814211 7167331.15344303, 4290118.49960542 7167336.18541307, 4290125.18764938 7167337.3729761)))"
3943,71:11:010201:3855,"MULTIPOLYGON (((4289938.37001884 7167255.63352534, 4289946.36703026 7167256.97076685, 4289947.04622344 7167251.56793641, 4289939.10171142 7167250.33193169, 4289938.37001884 7167255.63352534)))"
3944,71:11:010201:3856,"MULTIPOLYGON (((4290790.72066455 7167389.9660082, 4290842.99578913 7167395.68801268, 4290864.46600368 7167324.72186024, 4290798.62540888 7167317.51361577, 4290790.72066455 7167389.9660082)))"
3945,71:11:010201:398,"MULTIPOLYGON (((4290589.25838844 7167103.65705942, 4290518.39101943 7167096.08380586, 4290510.48096007 7167170.50709901, 4290581.34872283 7167178.0634837, 4290589.25838844 7167103.65705942)))"
3946,71:11:010201:416,"MULTIPOLYGON (((4290341.32196892 7167400.9902132, 4290352.133614 7167403.23528905, 4290353.90101316 7167394.73631026, 4290343.10634579 7167392.49097177, 4290341.32196892 7167400.9902132)))"
3947,71:11:010201:417,"MULTIPOLYGON (((4290237.26328769 7167271.43004347, 4290238.46467432 7167261.46027501, 4290231.30668684 7167260.60340895, 4290230.10529129 7167270.57317531, 4290237.26328769 7167271.43004347)))"
3948,71:11:010201:423,"MULTIPOLYGON (((4290983.961464 7167256.18447206, 4290979.03831309 7167256.07534519, 4290978.84082198 7167265.07676483, 4290983.74728039 7167265.20316642, 4290983.961464 7167256.18447206)))"
3949,71:11:010201:424,"MULTIPOLYGON (((4290409.70800233 7167306.52627843, 4290411.00159588 7167298.11991076, 4290400.94753907 7167296.56041505, 4290399.65393505 7167304.96677949, 4290409.70800233 7167306.52627843)))"
3950,71:11:010201:426,"MULTIPOLYGON (((4290400.94753907 7167296.56041505, 4290402.24114042 7167288.1540593, 4290392.18709794 7167286.59455422, 4290390.89348613 7167295.00090675, 4290400.94753907 7167296.56041505)))"
3951,71:11:010201:427,"MULTIPOLYGON (((4287202.65312397 7165916.86496343, 4287210.04117544 7165911.78543172, 4287206.27542219 7165905.19351429, 4287198.36306484 7165910.38313269, 4287202.65312397 7165916.86496343)))"
3952,71:11:010201:508,"MULTIPOLYGON (((4290346.2832373 7167312.64610681, 4290356.4276311 7167313.47281727, 4290357.91180637 7167304.22995344, 4290347.76769106 7167303.42025163, 4290346.2832373 7167312.64610681)))"
3953,71:11:010201:484,"MULTIPOLYGON (((4287369.60642314 7165924.16319394, 4287359.81531907 7165930.75945631, 4287365.31925847 7165938.94026696, 4287365.44138703 7165939.15948125, 4287375.43397701 7165932.42404927, 4287369.80764306 7165924.00703555, 4287369.60642314 7165924.16319394)))"
3954,71:11:010201:51,"MULTIPOLYGON (((4290277.62662181 7167297.8913987, 4290269.94450705 7167297.16188939, 4290269.31839187 7167303.77166027, 4290277.0002464 7167304.48416485, 4290277.62662181 7167297.8913987)))"
3955,71:11:010201:513,"MULTIPOLYGON (((4290816.22453901 7167104.15230051, 4290821.9691866 7167104.70779173, 4290822.97247578 7167094.06088576, 4290817.27846573 7167093.48758539, 4290816.22453901 7167104.15230051)))"
3956,71:11:010201:516,"MULTIPOLYGON (((4290500.67928059 7167258.48385972, 4290603.46925632 7167269.27857369, 4290594.8813227 7167344.80293635, 4290599.33614835 7167345.34495534, 4290613.11586717 7167224.40702447, 4290610.32806995 7167224.11085381, 4290505.71982383 7167213.12385823, 4290500.67928059 7167258.48385972)))"
3957,71:11:010201:517,"MULTIPOLYGON (((4290254.05177781 7167386.49441453, 4290265.20191014 7167388.68324425, 4290267.16650457 7167378.6842939, 4290256.01611927 7167376.47846356, 4290254.05177781 7167386.49441453)))"
3958,71:11:010201:518,"MULTIPOLYGON (((4290186.91492257 7167287.87186905, 4290194.36562065 7167288.99633215, 4290195.18570579 7167283.93144041, 4290187.68411345 7167282.80777987, 4290186.91492257 7167287.87186905)))"
3959,71:11:010201:519,"MULTIPOLYGON (((4290254.05177781 7167386.49441453, 4290252.57421023 7167394.00220102, 4290263.72435279 7167396.19103483, 4290265.20191014 7167388.68324425, 4290254.05177781 7167386.49441453)))"
3960,71:11:010201:524,"MULTIPOLYGON (((4290252.57421023 7167394.00220102, 4290250.93976901 7167402.32895877, 4290262.09018948 7167404.53480319, 4290263.72435279 7167396.19103483, 4290252.57421023 7167394.00220102)))"
3961,71:11:010201:53,"MULTIPOLYGON (((4290267.27275675 7167275.03987801, 4290269.23046589 7167262.43864877, 4290260.6904767 7167261.11028524, 4290258.71578795 7167273.71177754, 4290267.27275675 7167275.03987801)))"
3962,71:11:010201:530,"MULTIPOLYGON (((4290809.29013769 7167103.47954745, 4290815.03478434 7167104.0350437, 4290816.0889804 7167093.3873343, 4290810.34407369 7167092.81483409, 4290809.29013769 7167103.47954745)))"
3963,71:11:010201:540,"MULTIPOLYGON (((4287300.54863155 7165862.06090174, 4287306.22651821 7165870.52812693, 4287315.81637388 7165864.08813737, 4287310.13822152 7165855.60392308, 4287300.54863155 7165862.06090174)))"
3964,71:11:010201:541,"MULTIPOLYGON (((4290876.322272 7167058.24497702, 4290883.07028297 7167058.93762653, 4290883.92115225 7167050.47040814, 4290877.17314844 7167049.77776004, 4290876.322272 7167058.24497702)))"
3965,71:11:010201:562,"MULTIPOLYGON (((4290982.77602069 7167278.94564359, 4290987.69972215 7167279.08877991, 4290987.94515262 7167269.89947443, 4290983.021725 7167269.77334416, 4290982.77602069 7167278.94564359)))"
3966,71:11:010201:584,"MULTIPOLYGON (((4290823.72334063 7167123.42471574, 4290831.31434409 7167123.7638855, 4290831.93258994 7167112.37461836, 4290824.35856331 7167112.0351812, 4290823.72334063 7167123.42471574)))"
3967,71:11:010201:582,"MULTIPOLYGON (((4290838.0710714 7167123.92914086, 4290843.55615719 7167124.16554006, 4290844.0547272 7167113.79874592, 4290838.48321219 7167113.46165677, 4290838.0710714 7167123.92914086)))"
3968,71:11:010201:591,"MULTIPOLYGON (((4290831.53463347 7167123.74339063, 4290837.85238887 7167124.05166874, 4290838.42802956 7167113.1903749, 4290832.04241917 7167112.88317126, 4290831.53463347 7167123.74339063)))"
3969,71:11:010201:599,"MULTIPOLYGON (((4287250.13058786 7165889.2815447, 4287257.85690605 7165891.90096068, 4287260.98861082 7165882.55001094, 4287253.26256081 7165879.94760405, 4287250.13058786 7165889.2815447)))"
3970,71:11:010201:606,"MULTIPOLYGON (((4290829.33878678 7167078.05616924, 4290835.23610877 7167078.60923343, 4290836.00658147 7167069.34382081, 4290830.09230054 7167068.79102619, 4290829.33878678 7167078.05616924)))"
3971,71:11:010201:608,"MULTIPOLYGON (((4290816.25900632 7167104.1857746, 4290822.0208876 7167104.75800284, 4290823.09177243 7167094.0930178, 4290817.34713249 7167093.53752807, 4290816.25900632 7167104.1857746)))"
3972,71:11:010201:610,"MULTIPOLYGON (((4290534.3430844 7167186.83415941, 4290546.22535629 7167188.10945707, 4290545.58799151 7167193.98791477, 4290565.68066994 7167196.13716378, 4290566.31828714 7167190.27570862, 4290578.18360288 7167191.55122632, 4290579.64917649 7167177.90320982, 4290535.8092673 7167173.22016974, 4290534.3430844 7167186.83415941)))"
3973,71:11:010201:613,"MULTIPOLYGON (((4290954.50783765 7167264.16939448, 4290960.35119101 7167264.51911346, 4290960.88186165 7167255.12118858, 4290955.03931942 7167254.82248758, 4290954.50783765 7167264.16939448)))"
3974,71:11:010201:616,"MULTIPOLYGON (((4291003.8886635 7167268.26908695, 4291009.46270742 7167268.75911648, 4291010.31165526 7167259.10099013, 4291004.72065189 7167258.61123053, 4291003.8886635 7167268.26908695)))"
3975,71:11:010201:619,"MULTIPOLYGON (((4291003.48186553 7167302.73790631, 4291008.5752452 7167302.87834191, 4291008.83164735 7167294.38624729, 4291003.73800498 7167294.22880615, 4291003.48186553 7167302.73790631)))"
3976,71:11:010201:620,"MULTIPOLYGON (((4290847.37424708 7167112.30039914, 4290854.12096273 7167112.90805059, 4290855.03018156 7167102.75589795, 4290848.28347453 7167102.14824798, 4290847.37424708 7167112.30039914)))"
3977,71:11:010201:630,"MULTIPOLYGON (((4290986.90941209 7167301.07830444, 4290991.47951637 7167301.39714105, 4290992.0871342 7167292.5762936, 4290987.53400129 7167292.25718889, 4290986.90941209 7167301.07830444)))"
3978,71:11:010201:631,"MULTIPOLYGON (((4290991.47951637 7167301.39714105, 4290996.38975165 7167301.76161694, 4290997.01406215 7167292.92349415, 4290992.0871342 7167292.5762936, 4290991.47951637 7167301.39714105)))"
3979,71:11:010201:632,"MULTIPOLYGON (((4290977.77047011 7167301.5972893, 4290986.24738404 7167302.14341709, 4290986.88418772 7167291.94429114, 4290978.40755282 7167291.41517047, 4290977.77047011 7167301.5972893)))"
3980,71:11:010201:634,"MULTIPOLYGON (((4290997.38264681 7167302.30722046, 4291002.47388077 7167302.31161324, 4291002.45856063 7167293.80681426, 4290997.36733214 7167293.80242142, 4290997.38264681 7167302.30722046)))"
3981,71:11:010201:638,"MULTIPOLYGON (((4290972.54633853 7167299.62181524, 4290977.6413245 7167299.86430587, 4290978.06769083 7167291.38653365, 4290972.98914039 7167291.10976313, 4290972.54633853 7167299.62181524)))"
3982,71:11:010201:64,"MULTIPOLYGON (((4290272.09932345 7167406.46943266, 4290273.81857593 7167398.14133021, 4290263.85848568 7167396.08686068, 4290262.13922312 7167404.41495888, 4290272.09932345 7167406.46943266)))"
3983,71:11:010201:655,"MULTIPOLYGON (((4290387.52140982 7167331.01343015, 4290397.79420321 7167332.45043049, 4290398.97614091 7167323.41642307, 4290388.68612583 7167321.96268737, 4290387.52140982 7167331.01343015)))"
3984,71:11:010201:680,"MULTIPOLYGON (((4290966.30281674 7167223.29475357, 4290974.83242111 7167223.95912259, 4290975.5250756 7167216.22564966, 4290967.02860752 7167215.50972756, 4290966.30281674 7167223.29475357)))"
3985,71:11:010201:669,"MULTIPOLYGON (((4290969.31069462 7167344.12054385, 4291019.61833594 7167349.92353259, 4291025.15595273 7167306.1367171, 4290969.20122189 7167308.11180506, 4290969.31069462 7167344.12054385)))"
3986,71:11:010201:69,"MULTIPOLYGON (((4290330.86896323 7167381.5761095, 4290340.7388284 7167385.45200987, 4290344.49174466 7167375.86712791, 4290334.62188969 7167371.99123685, 4290330.86896323 7167381.5761095)))"
3987,71:11:010201:70,"MULTIPOLYGON (((4289953.66063048 7167239.36995389, 4289951.85182496 7167249.58732998, 4289961.0242906 7167251.21226948, 4289962.85005083 7167240.99462272, 4289953.66063048 7167239.36995389)))"
3988,71:11:010201:74,"MULTIPOLYGON (((4290107.23937421 7167350.80416456, 4290115.68003363 7167352.28736438, 4290116.55293872 7167347.34068124, 4290117.14387818 7167343.89533107, 4290108.70322747 7167342.41213432, 4290107.23937421 7167350.80416456)))"
3989,71:11:010201:78,"MULTIPOLYGON (((4290020.74458923 7167300.1131738, 4290012.37479443 7167298.81587938, 4290011.43349158 7167304.81822028, 4290019.82052503 7167306.13225587, 4290020.74458923 7167300.1131738)))"
3990,71:11:010301:3327,"MULTIPOLYGON (((4290301.95158603 7167387.03273661, 4290312.14067179 7167388.53921917, 4290313.63174456 7167378.64977878, 4290313.51244561 7167378.61763787, 4290314.62645538 7167370.65630586, 4290304.64152348 7167369.18063428, 4290303.44267129 7167377.14329992, 4290301.95158603 7167387.03273661)))"
3991,71:11:010301:118,"MULTIPOLYGON (((4292030.26028728 7165068.34467249, 4292076.17930101 7165072.15158326, 4292077.15676956 7164993.8608079, 4292030.96938275 7164996.62222281, 4292030.23146368 7165054.79190171, 4292030.26028728 7165068.34467249)))"
3992,71:11:010301:119,"MULTIPOLYGON (((4292201.60742059 7164785.46549893, 4292150.25113435 7164787.42596796, 4292152.06314923 7164874.6487169, 4292171.81491395 7164873.8397903, 4292200.75630737 7164872.67979477, 4292201.60742059 7164785.46549893)))"
3993,71:11:010301:12,"MULTIPOLYGON (((4291705.3325661 7164925.00426187, 4291692.56644433 7164924.49340087, 4291692.18001353 7164934.36246775, 4291704.94588167 7164934.85632915, 4291705.3325661 7164925.00426187)))"
3994,71:11:010301:174,"MULTIPOLYGON (((4292169.03905587 7164892.36853043, 4292211.12101874 7164890.72630558, 4292210.30248124 7164873.41137623, 4292168.25534405 7164875.10405174, 4292169.03905587 7164892.36853043)))"
3995,71:11:010301:100,"MULTIPOLYGON (((4292083.37918212 7164545.56892058, 4292106.7037012 7164545.45128603, 4292109.05675314 7164482.20930611, 4292109.72541051 7164469.8536759, 4292114.42541693 7164392.05346661, 4292102.78003656 7164391.55940886, 4292101.27704814 7164442.11910349, 4292084.38828747 7164442.61001067, 4292083.27950418 7164472.09568515, 4292084.0377523 7164482.43904191, 4292083.86953509 7164491.06279744, 4292083.64419664 7164511.02922197, 4292083.4195416 7164533.17222028, 4292083.37918212 7164545.56892058)))"
3996,71:11:010301:101,"MULTIPOLYGON (((4290777.64435804 7165976.03030597, 4290856.12074534 7165982.54429092, 4290863.02735783 7165891.02149625, 4290863.0551251 7165890.62989435, 4290786.73756394 7165883.23156918, 4290786.52239397 7165883.57511282, 4290777.64435804 7165976.03030597)))"
3997,71:11:010301:102,"MULTIPOLYGON (((4290620.85329818 7165777.89306009, 4290627.43594724 7165783.24829103, 4290633.843505 7165775.30694499, 4290627.24389526 7165769.95199265, 4290620.85329818 7165777.89306009)))"
3998,71:11:010301:105,"MULTIPOLYGON (((4290925.23795909 7166089.63428719, 4290923.46176059 7166156.74024372, 4290987.90024279 7166158.49206494, 4290989.69232186 7166091.35180844, 4290925.23795909 7166089.63428719)))"
3999,71:11:010301:108,"MULTIPOLYGON (((4290860.22948032 7165835.11271572, 4290900.55379408 7165838.96438957, 4290903.64052841 7165789.34041006, 4290869.76028138 7165788.48205327, 4290869.42075222 7165788.47041923, 4290863.22057367 7165820.33738431, 4290860.22948032 7165835.11271572)))"
4000,71:11:010301:109,"MULTIPOLYGON (((4290900.55379408 7165838.96438957, 4290941.477216 7165843.14651221, 4290946.87359531 7165790.44169053, 4290903.64052841 7165789.34041006, 4290900.55379408 7165838.96438957)))"
4001,71:11:010301:120,"MULTIPOLYGON (((4292169.89548454 7165064.51480406, 4292205.83597486 7165063.88905856, 4292205.92756359 7165051.52473817, 4292218.03097758 7165050.88901627, 4292218.16666578 7165041.29586875, 4292217.73549038 7164985.44065504, 4292173.52285405 7164986.48780862, 4292169.89548454 7165064.51480406)))"
4002,71:11:010301:122,"MULTIPOLYGON (((4290925.23795909 7166089.63428719, 4290989.69232186 7166091.35180844, 4290991.40557398 7166026.74746387, 4290926.96870151 7166025.02969766, 4290925.23795909 7166089.63428719)))"
4003,71:11:010301:123,"MULTIPOLYGON (((4290672.30672716 7165856.12839631, 4290678.93635507 7165861.22779043, 4290684.52674738 7165853.11215965, 4290677.65669654 7165847.82949748, 4290671.84283771 7165855.76157167, 4290672.30672716 7165856.12839631)))"
4004,71:11:010301:126,"MULTIPOLYGON (((4290786.73756394 7165883.23156918, 4290862.95280979 7165890.59749921, 4290865.88586659 7165846.28181857, 4290814.57654342 7165840.90302873, 4290786.73756394 7165883.23156918)))"
